RecordID,Offense,IncidentID,BlockNumber,StreetName,Agency,DateReported,HourReported,ReportingOfficer
1,Shots Fired/Illegal Hunting,202400003541,2100,JEFFERSON PARK AVE,CPD,2024/01/30 03:50:22+00,2250,"Brannon, Devin"
4,Weapons Violations,202400003498,,NASSAU ST / VINE ST,CPD,2024/01/29 21:41:19+00,1641,"Pleasants, Bradley"
35,Shots Fired/Illegal Hunting,202400003008,100,"STEWART CIR, B",CPD,2024/01/27 07:10:20+00,0210,"Crowley, Raeann"
38,Weapons Violations,202400002943,1200,EMMET ST N,CPD,2024/01/27 03:06:21+00,2206,"Moriarty, Thomas"
120,Shots Fired/Illegal Hunting,202400002266,700,VILLAGE RD,CPD,2024/01/22 03:19:47+00,2219,"Phillips, Nicole"
122,Shots Fired/Illegal Hunting,202400002260,800,STONEHENGE AVE,CPD,2024/01/22 02:15:03+00,2115,"Lowry, Brent"
154,Weapons Violations,202400001928,100,MCINTIRE PARK DR,CPD,2024/01/20 01:13:07+00,2013,"Ritter, Kobe"
241,Shots Fired/Illegal Hunting,202400001153,900,CHARLTON AVE,CPD,2024/01/13 05:58:46+00,0058,"Darby, Michael"
268,Shots Fired/Illegal Hunting,202400001009,800,HARDY DR,CPD,2024/01/11 20:16:09+00,1516,"TROCHE, NICHOLAS"
283,Shots Fired/Illegal Hunting,202400000836,,ESTES ST / 9TH ST SW,CPD,2024/01/10 05:13:42+00,0013,"Bise, Collin"
304,Shots Fired/Illegal Hunting,202400000613,,1ST ST S / LANKFORD AVE,CPD,2024/01/08 01:19:48+00,2019,"Lowry, Ryan"
415,Shots Fired/Illegal Hunting,202300040043,900,CHARLTON AVE,CPD,2023/12/31 00:48:56+00,1948,"Bland, Johnnà"
442,Shots Fired/Illegal Hunting,202380000946,800,HARDY DR,CPD,2023/12/29 10:53:29+00,0553,"Miller, Tiffany "
443,Shots Fired/Illegal Hunting,202300039919,800,HARDY DR,CPD,2023/12/29 10:42:27+00,0542,"Khaleefa, Hamzeh"
517,Shots Fired/Illegal Hunting,202300039526,500,12TH ST NW,CPD,2023/12/23 01:26:08+00,2026,"Love-Baker, Sydney"
631,Shots Fired/Illegal Hunting,202300038740,300,RIVERSIDE AVE,CPD,2023/12/14 05:12:49+00,0012,"Wells, Matthew"
645,Robbery - Armed,202300038642,2100,ANGUS RD,CPD,2023/12/13 12:30:28+00,0730,"Pendleton, Eric"
681,Shots Fired/Illegal Hunting,202300038321,1400,FOREST RIDGE RD,CPD,2023/12/10 02:41:17+00,2141,"Whitten, Tobyn"
710,Shots Fired/Illegal Hunting,202300038104,700,PROSPECT AVE,CPD,2023/12/08 06:19:51+00,0119,"Blackwell, Ryan"
901,Shots Fired/Illegal Hunting,202300036777,700,PROSPECT AVE,CPD,2023/11/25 01:28:32+00,2028,"Venereo, Arturo"
914,Shots Fired/Illegal Hunting,202300036737,700,SHAMROCK RD,CPD,2023/11/24 04:47:04+00,2347,"Blackwell, Ryan"
1017,Weapons Violations,202300035956,900,RIVES ST,CPD,2023/11/15 17:11:19+00,1211,"Houchens, Jamell"
1019,Weapons Violations,202300035950,800,HARDY DR,CPD,2023/11/15 16:04:17+00,1104,"Raines, Christopher"
1022,Shots Fired/Illegal Hunting,202300035925,700,PINE ST,CPD,2023/11/15 10:01:18+00,0501,"Blackwell, Ryan"
1074,Shots Fired/Illegal Hunting,202300035600,800,"HARDY DR, D",CPD,2023/11/12 00:42:51+00,1942,"Moriarty, Thomas"
1170,Robbery - Armed,202300034991,1000,RIDGE ST,CPD,2023/11/05 13:30:35+00,0830,"Green, Bryan"
1228,Shots Fired/Illegal Hunting,202300034701,100,OBSERVATORY AVE,CPD,2023/11/02 08:03:48+00,0403,"Pinkman, Jackson"
1242,Robbery - Armed,202300034623,1100,EMMET ST N,CPD,2023/11/01 14:41:35+00,1041,"Nash, Darius"
1286,Shots Fired/Illegal Hunting,202300034329,100,"14TH ST NW, 1",CPD,2023/10/29 07:33:46+00,0333,"O'Briant, Landon"
1312,Shots Fired/Illegal Hunting,202300034186,500,CHERRY AVE,CPD,2023/10/28 02:55:38+00,2255,"Hannay, Jacob"
1576,Weapons Violations,202300032499,1200,LEE ST,CPD,2023/10/12 04:09:51+00,0009,"Blackwell, Kyle"
1696,Shots Fired/Illegal Hunting,202300031755,2000,JEFFERSON PARK AVE,CPD,2023/10/05 05:27:23+00,0127,"Blackwell, Ryan"
1763,Shots Fired/Illegal Hunting,202300031413,1100,CHERRY AVE,CPD,2023/10/02 02:16:18+00,2216,"Bentz, Benjamin "
1828,Shots Fired/Illegal Hunting,202300030975,800,"HARDY DR, B",CPD,2023/09/28 01:32:12+00,2132,"Bland, Johnnà"
1907,Weapons Violations,202300030466,200,W MAIN ST,CPD,2023/09/23 05:21:57+00,0121,"Wells, Matthew"
1916,Weapons Violations,202300030411,1200,6TH ST SE,CPD,2023/09/22 19:30:22+00,1530,"Green, Bryan"
2002,Weapons Violations,202300029803,800,"HARDY DR, A",CPD,2023/09/16 21:53:56+00,1753,"Darby, Michael"
2067,Shots Fired/Illegal Hunting,202300029452,,MADISON AVE / PRESTON AVE,CPD,2023/09/13 16:57:12+00,1257,"Love-Baker, Sydney"
2105,Shots Fired/Illegal Hunting,202300029175,800,"HARDY DR, J",CPD,2023/09/11 08:42:50+00,0442,"O'Briant, Landon"
2131,Robbery - Armed,202300029037,1000,BELMONT AVE,CPD,2023/09/09 19:02:19+00,1502,"Pendleton, Eric"
2154,Robbery - Armed,202300028878,,7 1/2 ST SW / PROSPECT AVE,CPD,2023/09/08 14:20:37+00,1020,"Raines, Christopher"
2443,Shots Fired/Illegal Hunting,202300026662,200,8TH ST NW,CPD,2023/08/18 07:55:26+00,0355,"Miller, Devin"
2495,Shots Fired/Illegal Hunting,202300026306,700,PROSPECT AVE,CPD,2023/08/15 05:06:27+00,0106,"O'Briant, Landon"
2677,Shots Fired/Illegal Hunting,202300024806,1600,CEDAR HILL RD,CPD,2023/08/02 07:52:58+00,0352,"Miller, Devin"
2678,Shots Fired/Illegal Hunting,202300024792,300,"RIVERSIDE AVE, A",CPD,2023/08/02 03:58:00+00,2358,"Wells, Matthew"
2714,Shots Fired/Illegal Hunting,202300024598,1500,ROSA TER,CPD,2023/07/31 14:15:19+00,1015,"Perkins, Ceaser"
2806,Shots Fired/Illegal Hunting,202300023926,900,ROUGEMONT AVE,CPD,2023/07/25 04:49:39+00,0049,"Lowry, Brent"
2897,Weapons Violations,202300023258,2000,HOLIDAY DR,CPD,2023/07/19 04:26:02+00,0026,"Love-Baker, Sydney"
2996,Shots Fired/Illegal Hunting,202300022513,1600,GREENLEAF LN,CPD,2023/07/12 02:29:32+00,2229,"Lowe, Courteny"
3026,Shots Fired/Illegal Hunting,202300022307,700,"PROSPECT AVE, J",CPD,2023/07/09 22:59:09+00,1859,"Bentz, Benjamin "
3249,Weapons Violations,202300020499,1800,EMMET ST N,CPD,2023/06/22 23:47:03+00,1947,"Lowe, Courteny"
3329,Shots Fired/Illegal Hunting,202300019949,1100,PRESTON AVE,CPD,2023/06/17 19:04:37+00,1504,"Eckenroth, Rachel"
3333,Robbery - Armed,202300019938,400,RIDGE MCINTIRE RD,CPD,2023/06/17 15:24:22+00,1124,"Pendleton, Eric"
3339,Shots Fired/Illegal Hunting,202300019892,,CHARLTON AVE / BOOKER ST,CPD,2023/06/17 00:39:23+00,2039,"Bentz, Benjamin "
3374,Shots Fired/Illegal Hunting,202300019617,200,DICE ST,CPD,2023/06/14 17:44:24+00,1344,"Pendleton, Eric"
3421,Weapons Violations,202300019230,1400,MEADOWBROOK RD,CPD,2023/06/11 01:38:43+00,2138,"Darby, Michael"
3469,Shots Fired/Illegal Hunting,202300018915,1600,"MADISON AVE, A",CPD,2023/06/08 03:40:11+00,2340,"Whitten, Tobyn"
3533,Shots Fired/Illegal Hunting,202300018477,1100,FOREST HILLS AVE,CPD,2023/06/04 01:01:08+00,2101,"Alfonso, Sean"
3538,Weapons Violations,202300018451,500,CHERRY AVE,CPD,2023/06/03 19:13:45+00,1513,"Hamill, Annmarie"
3580,Shots Fired/Illegal Hunting,202300018164,1000,FOREST HILLS AVE,CPD,2023/06/01 01:55:09+00,2155,"Darby, Michael"
3626,Shots Fired/Illegal Hunting,202300017820,900,6TH ST SE,CPD,2023/05/28 12:19:05+00,0819,"Eckenroth, Rachel"
3627,Shots Fired/Illegal Hunting,202300017810,300,E MAIN ST,CPD,2023/05/28 05:56:33+00,0156,"Headley, Someya"
3703,Shots Fired/Illegal Hunting,202300017003,400,7 1/2 ST SW,CPD,2023/05/21 04:08:11+00,0008,"Alfonso, Sean"
3776,Shots Fired/Illegal Hunting,202300016425,1100,PRESTON AVE,CPD,2023/05/16 18:40:41+00,1440,"Burnett, James"
3922,Shots Fired/Illegal Hunting,202300015089,600,PRESTON PL,CPD,2023/05/06 05:51:21+00,0151,"Payne, Katherine"
3998,Shots Fired/Illegal Hunting,202300014475,1000,2ND ST SE,CPD,2023/05/01 00:41:26+00,2041,"Vlasis, Christopher"
4007,Shots Fired/Illegal Hunting,202300014401,,HYDRAULIC RD @ EMMET ST,CPD,2023/04/30 03:24:06+00,2324,"Curry, Brian"
4361,Shots Fired/Illegal Hunting,202300011236,,ROCK CREEK RD / FOREST RIDGE RD,CPD,2023/04/06 03:33:13+00,2333,"Bise, Collin"
4377,Shots Fired/Illegal Hunting,202300011103,500,CHERRY AVE,CPD,2023/04/05 01:37:48+00,2137,"Darby, Michael"
4419,Weapons Violations,202300010594,1500,E HIGH ST,CPD,2023/04/01 02:38:49+00,2238,"Venereo, Arturo"
4438,Weapons Violations,202300010453,3800,-78.4835100710000000,CPD,2023/03/31 01:17:39+00,2117,"Curry, Brian"
4485,Robbery - Armed,202300010006,2000,HOLIDAY DR,CPD,2023/03/27 22:17:31+00,1817,"Venereo, Arturo"
4603,Shots Fired/Illegal Hunting,202300009168,800,HARDY DR,CPD,2023/03/21 06:32:32+00,0232,"Wells, Matthew"
4648,Weapons Violations,202300008752,100,ELLIEWOOD AVE,CPD,2023/03/18 07:10:59+00,0310,"Whitten, Tobyn"
4649,Shots Fired/Illegal Hunting,202300008750,,7TH ST NW / 8TH ST NW,CPD,2023/03/18 06:09:11+00,0209,"Vlasis, Christopher"
4674,Robbery - Armed,202300008583,800,HINTON AVE,CPD,2023/03/17 00:46:21+00,2046,"Lowe, Courteny"
4832,Shots Fired/Illegal Hunting,202300007239,1500,RUGBY AVE,CPD,2023/03/05 16:43:24+00,1143,"Hopiane, Sayd"
4944,Shots Fired/Illegal Hunting,202300006204,1400,EARLY ST,CPD,2023/02/25 11:10:27+00,0610,"Blackwell, Ryan"
4957,Weapons Violations,202300006122,200,BYPASS HWY @ BARRACKS RD,CPD,2023/02/24 21:41:56+00,1641,"Bentz, Benjamin "
4999,Shots Fired/Illegal Hunting,202300005715,2000,"HOLIDAY DR, 215",CPD,2023/02/21 02:48:00+00,2148,"Mullins, James"
5107,Shots Fired/Illegal Hunting,202380000125,800,HARDY DR,CPD,2023/02/12 03:57:09+00,2257,"Moje, Ashley"
5120,Shots Fired/Illegal Hunting,202300004547,,6 1/2 ST SW,CPD,2023/02/11 02:25:00+00,2125,"Alfonso, Sean"
5210,Robbery - Armed,202300003755,1200,"WERTLAND ST, 8",CPD,2023/02/05 00:08:29+00,1908,"Darby, Michael"
5239,Shots Fired/Illegal Hunting,202300003522,200,10TH ST NW,CPD,2023/02/03 03:10:51+00,2210,"Whitten, Tobyn"
5266,Shots Fired/Illegal Hunting,202300003306,100,AMHERST ST,CPD,2023/02/01 04:54:42+00,2354,"Wood, Trevis"
5280,Shots Fired/Illegal Hunting,202300003211,500,PATON ST,CPD,2023/01/31 04:09:13+00,2309,"Blackwell, Kyle"
5326,Weapons Violations,202300002843,1000,CHERRY AVE,CPD,2023/01/27 16:54:45+00,1154,"Burnett, James"
5382,Robbery - Armed,202300002354,2100,JEFFERSON PARK AVE,CPD,2023/01/22 23:45:36+00,1845,"Houchens, Logan"
5400,Weapons Violations,202300002196,1400,SUNRISE PARK LN,CPD,2023/01/21 15:32:53+00,1032,"Green, Bryan"
5482,Shots Fired/Illegal Hunting,202300001656,,CHERRY AVE / HANOVER ST,CPD,2023/01/16 21:37:42+00,1637,"Alfonso, Sean"
5487,Shots Fired/Illegal Hunting,202300001638,300,"RIVERSIDE AVE, A",CPD,2023/01/16 17:49:38+00,1249,"Shiflett, Tammy"
5494,Robbery - Armed,202300001552,2100,ANGUS RD,CPD,2023/01/16 01:42:29+00,2042,"Mullins, James"
5541,Weapons Violations,202300001207,700,ORANGEDALE AVE,CPD,2023/01/12 21:37:46+00,1637,"Bentz, Benjamin "
5625,Shots Fired/Illegal Hunting,202300000481,2300,ANGUS RD,CPD,2023/01/06 00:33:40+00,1933,"Lowe, Courteny"
5771,Robbery - Armed,202200037212,500,PRESTON AVE,CPD,2022/12/26 16:36:32+00,1136,"Hopiane, Sayd"
5786,Shots Fired/Illegal Hunting,202200037024,200,CARLTON RD,CPD,2022/12/24 02:23:30+00,2123,"Lee, Chandler"
5846,Shots Fired/Illegal Hunting,202200036593,1100,GRADY AVE,CPD,2022/12/19 19:52:42+00,1452,"Houchens, Jamell"
5852,Shots Fired/Illegal Hunting,202200036545,800,"HARDY DR, C",CPD,2022/12/19 09:11:57+00,0411,"Samar, Jack"
5931,Shots Fired/Illegal Hunting,202200035981,1300,WILLOW DR,CPD,2022/12/13 15:00:07+00,1000,"Shiflett, Tammy"
6001,Shots Fired/Illegal Hunting,202200035635,600,DICE ST,CPD,2022/12/09 18:56:56+00,1356,"Houchens, Jamell"
6009,Shots Fired/Illegal Hunting,202200035595,800,HARDY DR,CPD,2022/12/09 04:37:37+00,2337,"Miller, Devin"
6010,Shots Fired/Illegal Hunting,202200035593,600,DICE ST,CPD,2022/12/09 03:22:04+00,2222,"Middleton, Matthew"
6049,Shots Fired/Illegal Hunting,202200035403,1000,EMMET ST N,CPD,2022/12/07 08:12:52+00,0312,"Curry, Brian"
6103,Shots Fired/Illegal Hunting,202200035049,800,"W MAIN ST, 108",CPD,2022/12/04 00:44:41+00,1944,"Middleton, Matthew"
6163,Shots Fired/Illegal Hunting,202200034602,700,"6TH ST SE, D",CPD,2022/11/29 06:13:46+00,0113,"Vlasis, Christopher"
6183,Shots Fired/Illegal Hunting,202200034502,,RIVERSIDE AVE @ CHESAPEAKE ST,CPD,2022/11/28 03:41:33+00,2241,"Wells, Matthew"
6270,Robbery - Armed,202200033816,2300,DELLMEAD LN,CPD,2022/11/20 04:05:56+00,2305,"Curry, Brian"
6355,Weapons Violations,202200033205,900,EMMET ST N,CPD,2022/11/14 05:15:03+00,0015,"Curry, Brian"
6473,Robbery - Armed,202200032370,100,"CARROLLTON TER, F",CPD,2022/11/06 08:25:55+00,0325,"Bise, Collin"
6493,Shots Fired/Illegal Hunting,202200032258,900,1ST ST S,CPD,2022/11/05 04:40:37+00,0040,"Blackwell, Ryan"
6649,Shots Fired/Illegal Hunting,202200031058,1400,"MONTICELLO RD, 24",CPD,2022/10/26 20:55:22+00,1655,"Smith, Daniel"
6743,Weapons Violations,202200030377,1400,SUNRISE PARK LN,CPD,2022/10/20 23:59:45+00,1959,"Smith, Daniel"
6846,Shots Fired/Illegal Hunting,202200029768,200,STRIBLING AVE,CPD,2022/10/14 23:31:09+00,1931,"Smith, Daniel"
6928,Robbery - Armed,202200029233,200,HARTMANS MILL RD,CPD,2022/10/09 06:29:29+00,0229,"Vlasis, Christopher"
6940,Robbery - Armed,202200029157,1400,"MONTICELLO RD, 210",CPD,2022/10/08 19:01:02+00,1501,"Pendleton, Eric"
6963,Shots Fired/Illegal Hunting,202200029004,900,RIVES ST,CPD,2022/10/07 10:02:31+00,0602,"Blackwell, Ryan"
6992,Shots Fired/Illegal Hunting,202200028830,100,ELLIOTT AVE,CPD,2022/10/05 09:08:52+00,0508,"Blackwell, Ryan"
6994,Shots Fired/Illegal Hunting,202200028822,800,BOLLING AVE,CPD,2022/10/05 05:10:34+00,0110,"Blackwell, Ryan"
7013,Shots Fired/Illegal Hunting,202200028691,1600,"EMMET ST N, 228",CPD,2022/10/04 02:47:02+00,2247,"Hounsel, Eli"
7031,Shots Fired/Illegal Hunting,202200028601,,5TH ST SW @ RIDGE ST,CPD,2022/10/03 05:04:24+00,0104,"Vlasis, Christopher"
7041,Shots Fired/Illegal Hunting,202200028526,1900,EMMET ST N,CPD,2022/10/02 04:08:26+00,0008,"Curry, Brian"
7127,Shots Fired/Illegal Hunting,202200027985,1000,FOREST HILLS AVE,CPD,2022/09/26 20:29:33+00,1629,"Alfonso, Sean"
7163,Weapons Violations,202200027744,,10TH ST NW / W MAIN ST,CPD,2022/09/24 08:43:22+00,0443,"Aguilera, Natalia"
7236,Robbery - Armed,202200027257,1100,EMMET ST N,CPD,2022/09/20 12:57:33+00,0857,"Samar, Jack"
7271,Shots Fired/Illegal Hunting,202200027035,800,HARDY DR,CPD,2022/09/18 04:43:32+00,0043,"Blackwell, Kyle"
7278,Weapons Violations,202200026908,1500,UNIVERSITY AVE,CPD,2022/09/17 04:56:03+00,0056,"Hounsel, Eli"
7281,Shots Fired/Illegal Hunting,202200026893,,8TH ST NW / HARDY DR,CPD,2022/09/17 02:52:26+00,2252,"Hopiane, Sayd"
7327,Weapons Violations,202200026629,1600,"6TH ST SE, 43",CPD,2022/09/14 18:25:26+00,1425,"Green, Bryan"
7391,Shots Fired/Illegal Hunting,202200026222,300,E MAIN ST,CPD,2022/09/10 22:39:43+00,1839,"Lee, Chandler"
7487,Robbery - Armed,202200025540,100,MAURY AVE,CPD,2022/09/04 04:16:41+00,0016,"Hounsel, Eli"
7491,Shots Fired/Illegal Hunting,202200025488,400,250 BYPASS,CPD,2022/09/03 21:26:42+00,1726,"Whitten, Tobyn"
7570,Weapons Violations,202200024946,100,14TH ST NW,CPD,2022/08/30 00:32:14+00,2032,"Houchens, Logan"
7593,Shots Fired/Illegal Hunting,202200024794,800,HARDY DR,CPD,2022/08/28 20:14:19+00,1614,"Green, Bryan"
7601,Shots Fired/Illegal Hunting,202200024757,200,9TH ST NW,CPD,2022/08/28 07:26:04+00,0326,"Mullins, James"
7731,Shots Fired/Illegal Hunting,202200023902,900,CHARLTON AVE,CPD,2022/08/20 23:00:26+00,1900,"Smith, Daniel"
7768,Shots Fired/Illegal Hunting,202200023667,1400,FOREST RIDGE RD,CPD,2022/08/19 01:47:24+00,2147,"Smith, Daniel"
7770,Weapons Violations,202200023659,900,ALBEMARLE ST,CPD,2022/08/19 00:03:17+00,2003,"Middleton, Matthew"
7804,Shots Fired/Illegal Hunting,202200023467,800,"HARDY DR, A",CPD,2022/08/17 03:45:20+00,2345,"Blackwell, Kyle"
7861,Shots Fired/Illegal Hunting,202200023104,900,HARRIS ST,CPD,2022/08/13 09:53:35+00,0553,"Blank, Alexander"
7908,Shots Fired/Illegal Hunting,202200022737,1200,CHERRY AVE,CPD,2022/08/10 03:26:17+00,2326,"Lowe, Courteny"
7943,Shots Fired/Illegal Hunting,202200022559,900,PAGE ST,CPD,2022/08/08 12:47:47+00,0847,"Houchens, Jamell"
8150,Shots Fired/Illegal Hunting,202200021188,,MCINTIRE RD,CPD,2022/07/27 04:33:38+00,0033,"Patel, Akash"
8153,Weapons Violations,202200021159,500,HARRIS RD,CPD,2022/07/27 00:09:27+00,2009,"Via, Ryan"
8287,Weapons Violations,202200020177,2000,INDIA RD,CPD,2022/07/17 15:47:01+00,1147,"Perkins, Ceaser"
8294,Shots Fired/Illegal Hunting,202200020152,1300,"WERTLAND ST, 1",CPD,2022/07/17 07:52:10+00,0352,"Haug, Ian"
8317,Weapons Violations,202200020028,,14TH ST NW / UNIVERSITY AVE,CPD,2022/07/16 06:38:54+00,0238,"Curry, Brian"
8498,Shots Fired/Illegal Hunting,202200018540,500,RIDGE ST,CPD,2022/07/03 21:04:43+00,1704,"Samar, Jack"
8504,Shots Fired/Illegal Hunting,202200018526,200,DICE ST,CPD,2022/07/03 18:38:51+00,1438,"Houchens, Jamell"
8581,Robbery - Armed,202200017888,1900,EMMET ST N,CPD,2022/06/28 10:40:39+00,0640,"Eckenroth, Rachel"
8622,Weapons Violations,202200017510,100,MCINTIRE PARK DR,CPD,2022/06/25 08:51:09+00,0451,"Hopkins, Emma"
8654,Weapons Violations,202200017220,200,E WATER ST,CPD,2022/06/22 19:49:21+00,1549,"Smith, Daniel"
8698,Shots Fired/Illegal Hunting,202200016906,2100,"MICHIE DR, 89",CPD,2022/06/20 03:05:01+00,2305,"Curry, Brian"
8727,Weapons Violations,202200016712,100,ELLIEWOOD AVE,CPD,2022/06/18 05:18:40+00,0118,"Miller, Devin"
8925,Shots Fired/Illegal Hunting,202200015351,700,"NALLE ST, A",CPD,2022/06/05 07:57:31+00,0357,"Hickey, Declan"
8941,Shots Fired/Illegal Hunting,202200015236,,HARDY DR / PAGE ST,CPD,2022/06/04 06:38:17+00,0238,"Miller, Devin"
9311,Robbery - Armed,202200012656,300,W MAIN ST,CPD,2022/05/13 05:15:56+00,0115,"Blackwell, Kyle"
9329,Shots Fired/Illegal Hunting,202200012544,800,HARDY DR,CPD,2022/05/12 03:34:24+00,2334,"McKeown, Kaitlyn"
9408,Shots Fired/Illegal Hunting,202200012011,800,HARDY DR,CPD,2022/05/07 04:06:27+00,0006,"Vlasis, Christopher"
9411,Shots Fired/Illegal Hunting,202200011991,900,PAGE ST,CPD,2022/05/07 02:53:34+00,2253,"Hopiane, Sayd"
9504,Shots Fired/Illegal Hunting,202200011241,200,W MARKET ST,CPD,2022/05/01 05:46:57+00,0146,"Wells, Matthew"
9518,Robbery - Armed,202200011147,1700,ALLIED LN,CPD,2022/04/30 18:38:10+00,1438,"Samar, Jack"
9523,Shots Fired/Illegal Hunting,202200011133,2400,FONTAINE AVE,CPD,2022/04/30 16:08:02+00,1208,"McKeown, Kaitlyn"
9582,Shots Fired/Illegal Hunting,202200010653,300,4TH ST SE,CPD,2022/04/27 00:52:51+00,2052,"Arreguin, Arron"
9609,Robbery - Armed,202200010455,100,MONTE VISTA AVE,CPD,2022/04/25 10:50:44+00,0650,"Bise, Collin"
9644,Shots Fired/Illegal Hunting,202200010163,800,HARDY DR,CPD,2022/04/23 05:10:18+00,0110,"Gower, Charles"
9693,Weapons Violations,202200009831,300,11TH ST NW,CPD,2022/04/20 14:43:21+00,1043,"Allen, Claire"
9701,Robbery - Armed,202200009780,700,"AVON ST, A",CPD,2022/04/20 01:53:03+00,2153,"Arreguin, Arron"
9710,Robbery - Armed,202200009721,300,"RIVERSIDE AVE, B",CPD,2022/04/19 16:06:49+00,1206,"Shiflett, Tammy"
9944,Robbery - Armed,202200008295,400,RIDGE MCINTIRE RD,CPD,2022/04/07 10:20:34+00,0620,"Haug, Ian"
9978,Robbery - Armed,202200008111,300,13TH ST NW,CPD,2022/04/05 05:32:12+00,0132,"Curry, Brian"
9981,Shots Fired/Illegal Hunting,202200008087,100,E JEFFERSON ST,CPD,2022/04/05 00:47:29+00,2047,"Darby, Michael"
10123,Shots Fired/Illegal Hunting,202200007253,100,BRANDYWINE CT,CPD,2022/03/27 01:56:21+00,2156,"Green, Bryan"
10142,Shots Fired/Illegal Hunting,202200007161,300,9TH ST SW,CPD,2022/03/26 03:57:06+00,2357,"Patel, Akash"
10145,Shots Fired/Illegal Hunting,202200007158,,MCINTIRE RD/PRESTON AV,CPD,2022/03/26 03:31:39+00,2331,"Gower, Charles"
10146,Shots Fired/Illegal Hunting,202200007153,100,9TH ST SE,CPD,2022/03/26 02:50:12+00,2250,"Gower, Charles"
10255,Shots Fired/Illegal Hunting,202200006556,700,PROSPECT AVE,CPD,2022/03/19 22:26:27+00,1826,"Lowry, Ryan"
10259,Weapons Violations,202200006536,2100,MICHIE DR,CPD,2022/03/19 18:17:46+00,1417,"Samar, Jack"
10382,Shots Fired/Illegal Hunting,202200005837,800,HARDY DR,CPD,2022/03/11 15:26:41+00,1026,"Pittman, Terry"
10453,Shots Fired/Illegal Hunting,202200005221,600,11TH ST NW,CPD,2022/03/05 13:41:19+00,0841,"Venereo, Arturo"
10719,Weapons Violations,202200003600,1300,LONG ST,CPD,2022/02/15 23:11:36+00,1811,"Bentz, Benjamin "
10891,Shots Fired/Illegal Hunting,202200002619,800,HARDY DR,CPD,2022/02/05 05:25:54+00,0025,"Miller, Devin"
10892,Robbery - Armed,202200002612,200,E WATER ST,CPD,2022/02/05 04:29:45+00,2329,"Patel, Akash"
10946,Shots Fired/Illegal Hunting,202200002288,600,MONTROSE AVE,CPD,2022/02/01 00:43:24+00,1943,"Green, Bryan"
11066,Weapons Violations,202200001515,800,CHERRY AVE,CPD,2022/01/21 16:50:52+00,1150,"McKeown, Kaitlyn"
11137,Shots Fired/Illegal Hunting,202200001082,2100,"MICHIE DR, 129",CPD,2022/01/15 02:44:00+00,2144,"Gower, Charles"
11177,Shots Fired/Illegal Hunting,202200000788,1600,MADISON AVE,CPD,2022/01/11 04:52:16+00,2352,"Smith, Daniel"
11285,Shots Fired/Illegal Hunting,202200000039,700,ORANGEDALE AVE,CPD,2022/01/01 10:04:30+00,0504,"Hickey, Declan"
11290,Shots Fired/Illegal Hunting,202200000009,,GARRETT ST / 6TH ST SE,CPD,2022/01/01 06:40:21+00,0140,"Gower, Charles"
11292,Shots Fired/Illegal Hunting,202100036355,700,PROSPECT AVE,CPD,2022/01/01 00:54:47+00,1954,"Lowe, Courteny"
11294,Weapons Violations,202100036333,300,CARLTON RD,CPD,2021/12/31 19:27:54+00,1427,"Pendleton, Eric"
11301,Shots Fired/Illegal Hunting,202100036304,100,8TH ST NW,CPD,2021/12/31 07:59:41+00,0259,"Blackwell, Kyle"
11371,Shots Fired/Illegal Hunting,202100035831,,6TH ST SE / BOLLING AVE,CPD,2021/12/24 09:43:10+00,0443,"Haug, Ian"
11402,Robbery - Armed,202100035585,700,CHERRY AVE,CPD,2021/12/21 00:15:26+00,1915,"Alfonso, Sean"
11508,Robbery - Armed,202100034771,100,W MAIN ST,CPD,2021/12/12 03:14:43+00,2214,"Houchens, Logan"
11522,Shots Fired/Illegal Hunting,202100034701,800,"HARDY DR, A",CPD,2021/12/11 10:43:57+00,0543,"Blackwell, Kyle"
11600,Robbery - Armed,202100034149,1600,UNIVERSITY AVE,CPD,2021/12/06 01:15:27+00,2015,"Eckenroth, Rachel"
11712,Shots Fired/Illegal Hunting,202100033347,1200,E MARKET ST,CPD,2021/11/28 06:38:58+00,0138,"Miller, Devin"
11723,Shots Fired/Illegal Hunting,202100033263,700,PROSPECT AVE,CPD,2021/11/27 07:30:26+00,0230,"Whitten, Tobyn"
11761,Robbery - Armed,202100032945,700,"PROSPECT AVE, K",CPD,2021/11/23 07:22:01+00,0222,"Bise, Collin"
11801,Shots Fired/Illegal Hunting,202100032679,1000,FOREST HILLS AVE,CPD,2021/11/20 05:35:21+00,0035,"Gower, Charles"
11812,Shots Fired/Illegal Hunting,202100032588,100,MAYWOOD LN,CPD,2021/11/19 06:37:48+00,0137,"Hounsel, Eli"
12172,Shots Fired/Illegal Hunting,202100029800,700,6TH ST SE,CPD,2021/10/21 03:07:15+00,2307,"Blackwell, Ryan"
12268,Weapons Violations,202100028964,800,HARDY DR,CPD,2021/10/13 03:10:25+00,2310,"Fink, James"
12288,Weapons Violations,202100028842,100,MONTE VISTA AVE,CPD,2021/10/11 22:18:05+00,1818,"Fink, James"
12335,Shots Fired/Illegal Hunting,202100028566,,MINOR COURT LN / UNIVERSITY AVE,CPD,2021/10/09 06:15:35+00,0215,"Whitten, Tobyn"
12336,Robbery - Armed,202100028558,100,"MONTE VISTA AVE, A",CPD,2021/10/09 04:55:48+00,0055,"Lucas, Corbin"
